pressure,temperature,salinity,latitude,longitude,time,float_id
612.0,8.966335,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
614.1,8.946841,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
616.0,8.924181,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
618.0,8.905644,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
620.0,8.890901,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
622.0,8.878972,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
624.0,8.869317,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
626.0,8.85311,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
628.0,8.846089,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
630.0,8.834066,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
632.0,8.82363,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
634.0,8.803988,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
636.0,8.78468,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
638.0,8.772424,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
640.0,8.76053,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
642.0,8.738945,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
644.0,8.723257,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
646.0,8.712777,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
648.0,8.703162,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
650.0,8.683615,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
652.0,8.667984,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
654.0,8.6542225,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
656.0,8.637134,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
658.0,8.619874,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
660.0,8.603444,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
662.0,8.593533,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
664.0,8.587165,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
666.0,8.57579,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
668.0,8.565313,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
670.0,8.556876,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
672.0,8.532077,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
674.0,8.513076,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
676.0,8.4913,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
677.9,8.477562,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
680.0,8.463901,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
682.0,8.448996,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
684.0,8.431565,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
686.0,8.41108,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
688.0,8.393311,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
690.0,8.37658,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
692.0,8.363558,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
694.0,8.358399,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
696.0,8.346519,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
698.0,8.334466,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
700.0,8.3234825,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
702.0,8.313212,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
704.0,8.306142,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
706.0,8.299569,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
708.0,8.290548,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
710.0,8.281955,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
712.0,8.268607,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
714.0,8.255193,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
716.0,8.243733,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
718.0,8.230256,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
720.0,8.218626,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
721.9,8.196688,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
723.9,8.180286,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
726.0,8.167998,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
728.0,8.156846,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
730.0,8.139046,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
732.0,8.130802,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
734.0,8.1244,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
736.0,8.113083,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
738.0,8.088374,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
740.0,8.069472,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
742.0,8.058382,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
744.0,8.051214,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
746.0,8.033601,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
748.0,8.017863,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
750.0,8.007211,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
752.0,7.993881,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
754.0,7.9636416,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
756.0,7.9453955,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
758.0,7.933107,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
760.0,7.9247994,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
762.0,7.913291,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
764.0,7.90453,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
766.0,7.8920426,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
768.0,7.876289,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
770.0,7.864021,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
772.0,7.848454,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
774.0,7.834157,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
776.0,7.8234115,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
778.0,7.812563,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
780.0,7.8017178,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
782.0,7.791507,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
784.0,7.785578,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
786.0,7.775195,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
788.0,7.759346,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
790.0,7.7469726,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
792.0,7.730433,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
794.0,7.716072,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
796.0,7.703116,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
798.0,7.692509,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
800.0,7.675852,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
802.1,7.6627336,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
804.1,7.64899,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
806.0,7.6329794,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
808.0,7.620958,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
810.0,7.6026874,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
812.0,7.591897,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
814.0,7.579992,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
816.0,7.567811,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
818.0,7.5519013,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
820.0,7.531534,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
822.0,7.518113,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
824.0,7.5074487,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
826.0,7.4870687,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
828.0,7.469971,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
830.0,7.4627647,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
832.0,7.4530196,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
834.0,7.441537,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
836.0,7.4311357,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
838.0,7.4194503,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
840.0,7.4029365,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
842.0,7.3846917,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
844.0,7.375868,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
846.0,7.370067,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
848.0,7.3629827,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
850.0,7.345866,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
852.0,7.3258424,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
854.0,7.299933,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
856.0,7.2900867,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
858.0,7.2762923,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
860.0,7.259904,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
862.0,7.2488203,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
864.0,7.238536,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
866.0,7.225312,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
868.0,7.207975,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
870.0,7.1964555,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
872.0,7.185043,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
874.0,7.176572,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
876.0,7.16551,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
878.0,7.1492343,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
880.0,7.142463,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
882.0,7.128786,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
884.0,7.1198773,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
886.0,7.1143885,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
888.0,7.107726,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
890.0,7.099064,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
892.0,7.0833654,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
894.0,7.071466,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
896.0,7.0629487,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
898.0,7.0582256,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
900.0,7.049987,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
902.0,7.046816,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
904.0,7.04044,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
906.0,7.035685,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
908.0,7.028484,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
910.0,7.0197687,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
912.0,7.0044785,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
914.0,6.9937377,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
916.0,6.980934,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
918.0,6.9632845,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
920.0,6.9486337,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
922.0,6.935844,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
924.0,6.9286604,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
926.0,6.925189,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
928.0,6.91622,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
930.0,6.9007616,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
932.0,6.8857546,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
934.0,6.8766565,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
936.0,6.8621044,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
938.1,6.8525314,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
940.0,6.8437495,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
942.0,6.833289,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
944.0,6.8270826,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
946.0,6.8161807,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
948.0,6.801649,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
950.0,6.7954473,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
952.0,6.789897,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
954.0,6.7794156,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
956.0,6.763014,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
958.0,6.7469945,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
960.0,6.7369685,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
962.0,6.7188725,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
964.0,6.7011266,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
966.0,6.6885476,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
968.0,6.6817474,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
970.0,6.6775446,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
972.0,6.6673985,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
974.0,6.6577325,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
975.6,6.650015,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
999.18,6.52601,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1049.23,6.3110385,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1099.0,6.130013,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1148.45,5.9269705,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1200.14,5.7156477,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1249.19,5.5387073,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1299.11,5.335236,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1349.17,5.1135077,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1399.44,4.9321556,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1449.92,4.7191105,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1499.23,4.4901266,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1548.87,4.2569537,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1599.26,4.0481706,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1648.32,3.8627388,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1699.42,3.650266,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1749.16,3.3951457,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1799.0,3.204124,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1848.95,3.0558054,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1899.56,2.9225616,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
1948.62,2.8175004,,16.0889,90.2888,2025-08-31 02:58:59.000299008,b'5907152 '
