pressure,temperature,salinity,latitude,longitude,time,float_id
0.28,28.92,32.362976,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
2.08,28.93,32.359978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
4.08,28.93,32.359978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
6.08,28.929,32.359978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
8.18,28.929,32.359978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
9.88,28.931,32.359978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
12.08,28.933,32.359978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
14.08,28.937,32.362976,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
16.08,28.935,32.361977,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
18.08,28.935,32.360977,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
20.08,28.936,32.360977,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
22.08,28.94,32.362976,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
24.08,28.944,32.36598,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
26.18,28.956,32.373978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
28.08,28.955,32.37298,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
30.08,28.965,32.37898,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
32.08,28.974,32.384975,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
34.18,28.987,32.400978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
36.18,29.025,32.446976,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
37.980003,29.12,32.584976,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
40.08,29.126,32.616978,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
42.08,29.123,32.626976,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
44.08,29.145,32.67798,15.6454,90.7354,2025-10-01 00:33:07.000048128,b'5907152 '
